Nome,Sexo,Idade,Altura_cm,Peso_kg,Pais,Código_pais,Ano,Estação,Cidade,Esporte,Evento,Medalha,Altura_m,IMC,Pais_traduzido
Filippo Magnini,M,30.0,188.0,80.0,Italy,ITA,2012,Verão,London,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,,1.88,22.634676324128566,Itália
Filippo Magnini,M,34.0,188.0,80.0,Italy,ITA,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 100 metros Livre,,1.88,22.634676324128566,Itália
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012,Verão,London,Natação,Natação Masculina 50 metros Livre,,1.98,23.977145189266402,Austrália
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012,Verão,London,Natação,Natação Masculina 100 metros Livre,Prata,1.98,23.977145189266402,Austrália
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012,Verão,London,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,,1.98,23.977145189266402,Austrália
James Magnussen,M,21.0,198.0,94.0,Australia,AUS,2012,Verão,London,Natação,Natação Masculina Revezamento 4x100 Metros Medley,Bronze,1.98,23.977145189266402,Austrália
James Magnussen,M,25.0,198.0,94.0,Australia,AUS,2016,Verão,Rio de Janeiro,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,Bronze,1.98,23.977145189266402,Austrália
Islam Kurbanovich Magomedov,M,25.0,182.0,98.0,Russia,RUS,2016,Verão,Rio de Janeiro,Luta Livre,Luta Greco Romana Masculina Peso Pesado,,1.82,29.585798816568044,Rússia
Omargadzhi Abdulgadzhiyevich Magomedov,M,26.0,184.0,88.0,Belarus,BLR,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Masculina Peso Meio Pesado,,1.84,25.99243856332703,Bielorrússia
Emily Maguire,F,24.0,169.0,61.0,Great Britain,GBR,2012,Verão,London,Hóquei,Hóquei Feminino,Bronze,1.69,21.35779559539232,Reino Unido
Leona Maguire,F,21.0,168.0,56.0,Ireland,IRL,2016,Verão,Rio de Janeiro,Golfe,Golfe Feminino Individual,,1.68,19.841269841269845,Irlanda
Lindsey Maguire,F,30.0,187.0,76.0,Great Britain,GBR,2012,Verão,London,Remo,Remo Feminino Oito com Cocheiro,,1.87,21.7335354170837,Reino Unido
Lindiwe Magwede,F,24.0,176.0,59.0,Zimbabwe,ZIM,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.76,19.047004132231404,Zimbábue
Bachir Mahamat,M,19.0,186.0,59.0,Chad,CHA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 400 metros,,1.86,17.05399468146606,Chade
Hasan Mahboob Ali,M,30.0,178.0,69.0,Bahrain,BRN,2012,Verão,London,Atletismo,Atletismo Masculino 10.000 metros,,1.78,21.777553339224845,Barein
Mehdi Mahdavi,M,32.0,190.0,92.0,Iran,IRI,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Masculino,,1.9,25.48476454293629,Irã
Mahdi Kamel Sheltagh,M,21.0,164.0,60.0,Iraq,IRQ,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.64,22.308149910767405,Iraque
Kentin Mah,M,25.0,186.0,83.0,France,FRA,2016,Verão,Rio de Janeiro,Handebol,Handebol Masculino,Prata,1.86,23.991212856977683,França
"Benjamin Richard ""Ben"" Maher",M,29.0,183.0,68.0,Great Britain,GBR,2012,Verão,London,Hipismo,Hipismo Misto Salto Individual,,1.83,20.305174833527424,Reino Unido
"Benjamin Richard ""Ben"" Maher",M,29.0,183.0,68.0,Great Britain,GBR,2012,Verão,London,Hipismo,Equitação Mista Salto por Equipes,Ouro,1.83,20.305174833527424,Reino Unido
"Benjamin Richard ""Ben"" Maher",M,33.0,183.0,68.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Hipismo,Hipismo Misto Salto Individual,,1.83,20.305174833527424,Reino Unido
"Benjamin Richard ""Ben"" Maher",M,33.0,183.0,68.0,Great Britain,GBR,2016,Verão,Rio de Janeiro,Hipismo,Equitação Mista Salto por Equipes,,1.83,20.305174833527424,Reino Unido
Renjith Maheshwary,M,26.0,184.0,79.0,India,IND,2012,Verão,London,Atletismo,Atletismo Masculino Salto Triplo,,1.84,23.334120982986768,Índia
Renjith Maheshwary,M,30.0,184.0,79.0,India,IND,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Salto Triplo,,1.84,23.334120982986768,Índia
Nitya Krishinda Maheswari,F,27.0,168.0,65.0,Indonesia,INA,2016,Verão,Rio de Janeiro,Badminton,Badminton Feminino Duplas,,1.68,23.030045351473927,Indonésia
Joe Mahit,M,24.0,170.0,66.0,Vanuatu,VAN,2016,Verão,Rio de Janeiro,Judô,Judô Masculino Meio Leve,,1.7,22.837370242214536,Vanuatu
Javad Mahjoub,M,25.0,186.0,100.0,Iran,IRI,2016,Verão,Rio de Janeiro,Judô,Judô Masculino Meio Pesado,,1.86,28.905075731298414,Irã
Haithem Mahmoud Ahmed Mahmoud Fahmy,M,24.0,154.0,59.0,Egypt,EGY,2016,Verão,Rio de Janeiro,Luta Livre,Luta Greco Romana Masculina Peso Pena,,1.54,24.87771968291449,Egito
Shahram Mahmoudi,M,28.0,198.0,95.0,Iran,IRI,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Masculino,,1.98,24.232221201918172,Irã
Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 200 metros Medley Individual,,1.9,22.437673130193907,Austrália
Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 400 metros Medley Individual,,1.9,22.437673130193907,Austrália
Maziah Mahusin,F,19.0,163.0,51.0,Brunei,BRU,2012,Verão,London,Atletismo,Atletismo Feminino 400 metros,,1.63,19.195302796492154,Brunei
Nicolas Pierre Armand Mahut,M,34.0,190.0,80.0,France,FRA,2016,Verão,Rio de Janeiro,Tênis,Tênis Duplas Mistas,,1.9,22.1606648199446,França
Nicolas Pierre Armand Mahut,M,34.0,190.0,80.0,France,FRA,2016,Verão,Rio de Janeiro,Tênis,Tênis Masculino Duplas,,1.9,22.1606648199446,França
Edi Silva Maia,M,24.0,188.0,84.0,Portugal,POR,2012,Verão,London,Atletismo,Atletismo Masculino Salto com Vara,,1.88,23.766410140334994,Portugal
Lucianne Barroncas Maia,F,28.0,169.0,64.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Feminino,,1.69,22.40817898532965,Brasil
Jessica Sayonara Maier,F,21.0,167.0,50.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,,1.67,17.92821542543655,Brasil
Leonie Rebekka Maier,F,23.0,163.0,62.0,Germany,GER,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,Ouro,1.63,23.335466144755166,Alemanha
Michal Maier,M,48.0,188.0,97.0,Czech Republic,CZE,2012,Verão,London,Vela,Vela Masculina Um Pessoal Dinghy Pesado,,1.88,27.44454504300589,Tchéquia
Maik Ferreira dos Santos,M,35.0,180.0,88.0,Brazil,BRA,2016,Verão,Rio de Janeiro,Handebol,Handebol Masculino,,1.8,27.160493827160494,Brasil
Augustin Maillefer,M,19.0,194.0,98.0,Switzerland,SUI,2012,Verão,London,Remo,Remo Masculino Quádrupla de Remo,,1.94,26.03889892655968,Suíça
Augustin Maillefer,M,23.0,194.0,98.0,Switzerland,SUI,2016,Verão,Rio de Janeiro,Remo,Remo Masculino Quádrupla de Remo,,1.94,26.03889892655968,Suíça
Corey Charles Garth Main,M,21.0,188.0,85.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 100 metros Costas,,1.88,24.049343594386603,Nova Zelândia
Corey Charles Garth Main,M,21.0,188.0,85.0,New Zealand,NZL,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 200 metros Costas,,1.88,24.049343594386603,Nova Zelândia
"Leonardo Andrs ""Leo"" Mainoldi",M,31.0,204.0,106.0,Argentina,ARG,2016,Verão,Rio de Janeiro,Basquete,Basquete Masculino,,2.04,25.470972702806613,Argentina
Sandrine Mainville,F,24.0,173.0,65.0,Canada,CAN,2016,Verão,Rio de Janeiro,Natação,Natação Feminina Revezamento 4 x 100 metros Livre,Bronze,1.73,21.71806608974573,Canadá
Corinne Matrejean,F,32.0,169.0,55.0,France,FRA,2012,Verão,London,Esgrima,Esgrima Feminina Florete Individual,,1.69,19.257028815517668,França
Corinne Matrejean,F,32.0,169.0,55.0,France,FRA,2012,Verão,London,Esgrima,Esgrima Feminina Florete por Equipes,,1.69,19.257028815517668,França
Maureen Jelagat Maiyo,F,27.0,167.0,58.0,Kenya,KEN,2012,Verão,London,Atletismo,Atletismo Feminino 400 metros com Barreiras,,1.67,20.796729893506402,Quênia
Maureen Jelagat Maiyo,F,31.0,167.0,58.0,Kenya,KEN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino 400 metros com Barreiras,,1.67,20.796729893506402,Quênia
Kacper Majchrzak,M,19.0,190.0,87.0,Poland,POL,2012,Verão,London,Natação,Natação Masculina 50 metros Livre,,1.9,24.099722991689752,Polônia
Kacper Majchrzak,M,19.0,190.0,87.0,Poland,POL,2012,Verão,London,Natação,Natação Masculina Revezamento 4x100 Metros Medley,,1.9,24.099722991689752,Polônia
Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 200 metros Livre,,1.9,24.099722991689752,Polônia
Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016,Verão,Rio de Janeiro,Natação,Natação Masculino Revezamento 4 x 100 metros Livre,,1.9,24.099722991689752,Polônia
Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,,1.9,24.099722991689752,Polônia
Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016,Verão,Rio de Janeiro,Natação,Natação Masculina Revezamento 4x100 Metros Medley,,1.9,24.099722991689752,Polônia
Duan Majdn,M,28.0,180.0,67.0,Slovakia,SVK,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 50 km Marcha,,1.8,20.679012345679013,Eslováquia
Christine Majerus,F,25.0,174.0,57.0,Luxembourg,LUX,2012,Verão,London,Ciclismo,Ciclismo Feminino Prova de Estrada Individual,,1.74,18.826793499801823,Luxemburgo
Christine Majerus,F,29.0,174.0,57.0,Luxembourg,LUX,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Feminino Prova de Estrada Individual,,1.74,18.826793499801823,Luxemburgo
Christine Majerus,F,29.0,174.0,57.0,Luxembourg,LUX,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Feminino Contra o Tempo Individual,,1.74,18.826793499801823,Luxemburgo
Tomasz Majewski,M,30.0,204.0,142.0,Poland,POL,2012,Verão,London,Atletismo,Atletismo Masculino Arremesso de Peso,Ouro,2.04,34.12149173394848,Polônia
Tomasz Majewski,M,34.0,204.0,142.0,Poland,POL,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino Arremesso de Peso,,2.04,34.12149173394848,Polônia
Laxmirani Majhi,F,27.0,161.0,56.0,India,IND,2016,Verão,Rio de Janeiro,Tiro com Arco,Arqueria Feminina Individual,,1.61,21.60410477990818,Índia
Laxmirani Majhi,F,27.0,161.0,56.0,India,IND,2016,Verão,Rio de Janeiro,Tiro com Arco,Arco e Flecha Feminino por Equipes,,1.61,21.60410477990818,Índia
Nobuhle Majika,F,25.0,159.0,53.0,Zimbabwe,ZIM,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.59,20.964360587002094,Zimbábue
Rafa Majka,M,26.0,173.0,61.0,Poland,POL,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Masculino Prova de Estrada Individual,Bronze,1.73,20.381569714992146,Polônia
Renata Major-Kubik,F,29.0,170.0,72.0,Serbia,SRB,2012,Verão,London,Canoagem,Canoagem Feminina Canoa Quádrupla 500 metros,,1.7,24.913494809688583,Sérvia
Amel Majri,F,23.0,164.0,54.0,France,FRA,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.64,20.077334919690664,França
Iakob Makarashvili,M,30.0,174.0,80.0,Georgia,GEO,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Masculina Peso Médio,,1.74,26.42356982428326,Geórgia
Aleksandr Aleksandrovich Makarenko,M,22.0,178.0,94.0,Belarus,BLR,2012,Verão,London,Levantamento de Peso,Halterofilismo Masculino Peso Médio Pesado,,1.78,29.667971215755585,Bielorrússia
Alina Andreyevna Makarenko,F,17.0,172.0,48.0,Russia,RUS,2012,Verão,London,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,Ouro,1.72,16.224986479177936,Rússia
Igor Viktorovich Makarov,M,33.0,180.0,100.0,Belarus,BLR,2012,Verão,London,Judô,Judô Masculino Peso Pesado,,1.8,30.864197530864196,Bielorrússia
Ruslan Makarov,M,25.0,158.0,56.0,Uzbekistan,UZB,2012,Verão,London,Levantamento de Peso,Levantamento de Peso Masculino Peso Galo,,1.58,22.432302515622492,Uzbequistão
Yekaterina Valeryevna Makarova,F,24.0,176.0,65.0,Russia,RUS,2012,Verão,London,Tênis,Tênis Feminino Duplas,,1.76,20.983987603305785,Rússia
Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia,RUS,2016,Verão,Rio de Janeiro,Tênis,Tênis Feminino Individual,,1.76,20.983987603305785,Rússia
Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia,RUS,2016,Verão,Rio de Janeiro,Tênis,Tênis Feminino Duplas,Ouro,1.76,20.983987603305785,Rússia
Meri Kristiina Mkel,F,23.0,185.0,68.0,Finland,FIN,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Salto Triplo,,1.85,19.86851716581446,Finlândia
Satu Mkel-Nummela,F,41.0,169.0,63.0,Finland,FIN,2012,Verão,London,Tiro Esportivo,Tiro Feminino Fossa,,1.69,22.058051188683873,Finlândia
Satu Mkel-Nummela,F,45.0,169.0,63.0,Finland,FIN,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Feminino Fossa,,1.69,22.058051188683873,Finlândia
Mammello Makhabane,F,28.0,159.0,53.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.59,20.964360587002094,África do Sul
Taoufik Makhloufi,M,24.0,170.0,67.0,Algeria,ALG,2012,Verão,London,Atletismo,Atletismo Masculino 800 metros,,1.7,23.18339100346021,Argélia
Taoufik Makhloufi,M,24.0,170.0,67.0,Algeria,ALG,2012,Verão,London,Atletismo,Atletismo Masculino 1.500 Metros,Ouro,1.7,23.18339100346021,Argélia
Taoufik Makhloufi,M,28.0,170.0,67.0,Algeria,ALG,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 800 metros,Prata,1.7,23.18339100346021,Argélia
Taoufik Makhloufi,M,28.0,170.0,67.0,Algeria,ALG,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 1.500 Metros,Prata,1.7,23.18339100346021,Argélia
Vadim Gennadyevich Makhnyov,M,32.0,196.0,100.0,Belarus,BLR,2012,Verão,London,Canoagem,Canoagem Masculina Kayak Duplo 200 metros,Prata,1.96,26.030820491461892,Bielorrússia
Bilyal Valeryevich Makhov,M,24.0,200.0,125.0,Russia,RUS,2012,Verão,London,Luta Livre,Luta Livre Masculina Super Pesado,Bronze,2.0,31.25,Rússia
Bilyal Valeryevich Makhov,M,28.0,200.0,125.0,Russia,RUS,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Masculina Super Pesado,,2.0,31.25,Rússia
Yukio Makino,M,32.0,184.0,78.0,Japan,JPN,2012,Verão,London,Vela,Vela Masculina Skiff,,1.84,23.03875236294896,Japão
Yukio Makino,M,36.0,184.0,78.0,Japan,JPN,2016,Verão,Rio de Janeiro,Vela,Vela Masculina Skiff,,1.84,23.03875236294896,Japão
Rutendo Makore,F,23.0,165.0,68.0,Zimbabwe,ZIM,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.65,24.977043158861342,Zimbábue
Sheila Makoto,F,26.0,158.0,59.0,Zimbabwe,ZIM,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.58,23.634033007530842,Zimbábue
Semyon Vladimirovich Makovich,M,21.0,180.0,76.0,Russia,RUS,2016,Verão,Rio de Janeiro,Natação,Natação Masculino 200 metros Medley Individual,,1.8,23.456790123456788,Rússia
Krzysztof Maksel,M,25.0,181.0,80.0,Poland,POL,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Masculino Keirin,,1.81,24.41927902078691,Polônia
Krzysztof Maksel,M,25.0,181.0,80.0,Poland,POL,2016,Verão,Rio de Janeiro,Ciclismo,Ciclismo Masculino Sprint por Equipes,,1.81,24.41927902078691,Polônia
Nikolay Mikhaylovich Maksimov,M,39.0,190.0,95.0,Kazakhstan,KAZ,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.9,26.315789473684212,Cazaquistão
Anastasiya Ivanovna Maksimova,F,25.0,170.0,50.0,Russia,RUS,2016,Verão,Rio de Janeiro,Ginástica Rítmica,Ginástica Rítmica Feminina Equipe,Ouro,1.7,17.301038062283737,Rússia
Yana Eduardovna Maksimova,F,23.0,182.0,70.0,Belarus,BLR,2012,Verão,London,Atletismo,Atletismo Feminino Heptatlo,,1.82,21.132713440405748,Bielorrússia
Aleksandar Maksimovi,M,24.0,180.0,66.0,Serbia,SRB,2012,Verão,London,Luta Livre,Luta Greco Romana Masculina Peso Meio Médio,,1.8,20.37037037037037,Sérvia
Ivana Maksimovi-Anui,F,22.0,161.0,51.0,Serbia,SRB,2012,Verão,London,Tiro Esportivo,Tiro Feminino Rifle de Ar 10 metros,,1.61,19.675166853130666,Sérvia
Ivana Maksimovi-Anui,F,22.0,161.0,51.0,Serbia,SRB,2012,Verão,London,Tiro Esportivo,Tiro Feminino Rifle de Pequeno Calibre Três Posições 50 metros,Prata,1.61,19.675166853130666,Sérvia
Ivana Maksimovi-Anui,F,26.0,161.0,51.0,Serbia,SRB,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Feminino Rifle de Ar 10 metros,,1.61,19.675166853130666,Sérvia
Ivana Maksimovi-Anui,F,26.0,161.0,51.0,Serbia,SRB,2016,Verão,Rio de Janeiro,Tiro Esportivo,Tiro Feminino Rifle de Pequeno Calibre Três Posições 50 metros,,1.61,19.675166853130666,Sérvia
Valeriia Maksiuta,F,24.0,155.0,46.0,Israel,ISR,2012,Verão,London,Ginástica,Ginástica Feminina Individual Geral,,1.55,19.14672216441207,Israel
Valeriia Maksiuta,F,24.0,155.0,46.0,Israel,ISR,2012,Verão,London,Ginástica,Ginástica Feminina Solo,,1.55,19.14672216441207,Israel
Valeriia Maksiuta,F,24.0,155.0,46.0,Israel,ISR,2012,Verão,London,Ginástica,Ginástica Feminina Cavalo com Arco,,1.55,19.14672216441207,Israel
Valeriia Maksiuta,F,24.0,155.0,46.0,Israel,ISR,2012,Verão,London,Ginástica,Ginástica Feminina Barras Assimétricas,,1.55,19.14672216441207,Israel
Valeriia Maksiuta,F,24.0,155.0,46.0,Israel,ISR,2012,Verão,London,Ginástica,Ginástica Feminina Trave,,1.55,19.14672216441207,Israel
Alina Oleksandrivna Maksymenko,F,21.0,169.0,46.0,Ukraine,UKR,2012,Verão,London,Ginástica Rítmica,Ginástica Rítmica Feminina Individual,,1.69,16.105878645705683,Ucrânia
Isaac Makwala,M,25.0,185.0,78.0,Botswana,BOT,2012,Verão,London,Atletismo,Atletismo Masculino 400 metros,,1.85,22.79035792549306,Botsuana
Isaac Makwala,M,29.0,185.0,78.0,Botswana,BOT,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Masculino 400 metros,,1.85,22.79035792549306,Botsuana
Isaac Makwala,M,29.0,185.0,78.0,Botswana,BOT,2016,Verão,Rio de Janeiro,Atletismo,Revezamento 4 x 400 metros Masculino,,1.85,22.79035792549306,Botsuana
Romana Malov,F,29.0,164.0,56.0,Czech Republic,CZE,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Salto com Vara,,1.64,20.820939916716245,Tchéquia
Hedaya Ahmad Malak Wahba,F,19.0,174.0,57.0,Egypt,EGY,2012,Verão,London,Taekwondo,Taekwondo Feminino Peso Galo,,1.74,18.826793499801823,Egito
Hedaya Ahmad Malak Wahba,F,23.0,174.0,57.0,Egypt,EGY,2016,Verão,Rio de Janeiro,Taekwondo,Taekwondo Feminino Peso Galo,Bronze,1.74,18.826793499801823,Egito
Arturo Malaquias Delgado,M,37.0,169.0,55.0,Mexico,MEX,2012,Verão,London,Atletismo,Atletismo Masculino Maratona,,1.69,19.257028815517668,México
Aurlie Malaussena,F,18.0,163.0,64.0,France,FRA,2012,Verão,London,Ginástica,Ginástica Feminina Individual Geral,,1.63,24.088223117166624,França
Aurlie Malaussena,F,18.0,163.0,64.0,France,FRA,2012,Verão,London,Ginástica,Ginástica Feminina Equipe Geral,,1.63,24.088223117166624,França
Aurlie Malaussena,F,18.0,163.0,64.0,France,FRA,2012,Verão,London,Ginástica,Ginástica Feminina Solo,,1.63,24.088223117166624,França
Aurlie Malaussena,F,18.0,163.0,64.0,France,FRA,2012,Verão,London,Ginástica,Ginástica Feminina Barras Assimétricas,,1.63,24.088223117166624,França
Aurlie Malaussena,F,18.0,163.0,64.0,France,FRA,2012,Verão,London,Ginástica,Ginástica Feminina Trave,,1.63,24.088223117166624,França
Elas Javier Malav Burgos ,M,22.0,180.0,87.0,Venezuela,VEN,2012,Verão,London,Tiro com Arco,Arco e Flecha Masculino Individual,,1.8,26.85185185185185,Venezuela
Elas Javier Malav Burgos ,M,26.0,180.0,87.0,Venezuela,VEN,2016,Verão,Rio de Janeiro,Tiro com Arco,Arco e Flecha Masculino Individual,,1.8,26.85185185185185,Venezuela
Sonia Malavisi,F,21.0,172.0,65.0,Italy,ITA,2016,Verão,Rio de Janeiro,Atletismo,Atletismo Feminino Salto com Vara,,1.72,21.971335857220122,Itália
Christian Sean Malcolm,M,33.0,177.0,70.0,Great Britain,GBR,2012,Verão,London,Atletismo,Atletismo Masculino 200 metros,,1.77,22.34351559258195,Reino Unido
Christian Sean Malcolm,M,33.0,177.0,70.0,Great Britain,GBR,2012,Verão,London,Atletismo,Revezamento 4 x 100 metros Masculino Atletismo,,1.77,22.34351559258195,Reino Unido
Erwin Len Maldonado Saavedra,M,29.0,174.0,70.0,Venezuela,VEN,2012,Verão,London,Natação,Natação Masculina 10 quilômetros Águas Abertas,,1.74,23.120623596247853,Venezuela
Erwin Len Maldonado Saavedra,M,33.0,174.0,70.0,Venezuela,VEN,2016,Verão,Rio de Janeiro,Natação,Natação Masculina 10 quilômetros Águas Abertas,,1.74,23.120623596247853,Venezuela
Repo Terciuos Malepe,M,19.0,179.0,65.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Futebol,Futebol Masculino,,1.79,20.286507911738084,África do Sul
Tijana Maleevi,F,25.0,185.0,78.0,Serbia,SRB,2016,Verão,Rio de Janeiro,Voleibol,Vôlei Feminino,Prata,1.85,22.79035792549306,Sérvia
Angela Malestein,F,23.0,173.0,66.0,Netherlands,NED,2016,Verão,Rio de Janeiro,Handebol,Handebol Feminino,,1.73,22.052190183434128,Países Baixos
Kynan Maley,M,30.0,175.0,76.0,Australia,AUS,2012,Verão,London,Canoagem,Canoagem Masculina Individual Canadense Slalom,,1.75,24.816326530612244,Austrália
Kynan Maley,M,30.0,175.0,76.0,Australia,AUS,2012,Verão,London,Canoagem,Canoagem Masculina Dobro Canadense Slalom,,1.75,24.816326530612244,Austrália
"Stephanie Hana ""Steph"" Malherbe",F,20.0,162.0,59.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Futebol,Futebol Feminino,,1.62,22.481329065691202,África do Sul
Jacob Maliekal,M,25.0,172.0,72.0,South Africa,RSA,2016,Verão,Rio de Janeiro,Badminton,Badminton Masculino Simples,,1.72,24.337479718766904,África do Sul
Monika Malik,F,22.0,162.0,51.0,India,IND,2016,Verão,Rio de Janeiro,Hóquei,Hóquei Feminino,,1.62,19.43301326017375,Índia
Sakshi Malik,F,23.0,162.0,58.0,India,IND,2016,Verão,Rio de Janeiro,Luta Livre,Luta Livre Feminina Peso Leve,Bronze,1.62,22.10028959000152,Índia
Anna Maliszewska,F,23.0,186.0,80.0,Poland,POL,2016,Verão,Rio de Janeiro,Pentatlo Moderno,Pentatlo Moderno Feminino Individual,,1.86,23.12406058503873,Polônia
El Mehdi Al-Malki,M,24.0,198.0,133.0,Morocco,MAR,2012,Verão,London,Judô,Judô Masculino Peso Pesado,,1.98,33.92510968268544,Marrocos
Vladimir Vadimovich Malkov,M,30.0,188.0,79.0,Russia,RUS,2016,Verão,Rio de Janeiro,Badminton,Badminton Masculino Simples,,1.88,22.351742870076958,Rússia
Blai Mallarach Gel,M,24.0,187.0,87.0,Spain,ESP,2012,Verão,London,Polo Aquático,Pólo Aquático Masculino,,1.87,24.879178701135288,Espanha
Blai Mallarach Gel,M,28.0,187.0,87.0,Spain,ESP,2016,Verão,Rio de Janeiro,Polo Aquático,Pólo Aquático Masculino,,1.87,24.879178701135288,Espanha
Kamal Aldin Mallash,M,24.0,180.0,80.0,Qatar,QAT,2016,Verão,Rio de Janeiro,Handebol,Handebol Masculino,,1.8,24.691358024691358,Catar
Grgory Mallet,M,28.0,196.0,84.0,France,FRA,2012,Verão,London,Natação,Natação Masculino 200 metros Livre,,1.96,21.86588921282799,França
Grgory Mallet,M,28.0,196.0,84.0,France,FRA,2012,Verão,London,Natação,Natação Masculina Revezamento 4 x 200 metros Livre,Prata,1.96,21.86588921282799,França
